user_id,event_date,event_type,purchase_amount
19c8b0,2019-08-05 21:49:04,simple_event,
1e9328,2019-08-05 21:49:06,simple_event,
cd6b8c,2019-08-05 21:49:54,purchase,30
8ecacb,2019-08-05 21:50:09,simple_event,
1aef3c,2019-08-05 21:50:18,simple_event,
25577a,2019-08-05 21:50:28,simple_event,
846db9,2019-08-05 21:51:19,simple_event,
f19049,2019-08-05 21:54:08,simple_event,
2936e4,2019-08-05 21:54:16,simple_event,
cf3db8,2019-08-05 21:55:41,simple_event,
a9bc6a,2019-08-05 21:55:48,simple_event,
9b0845,2019-08-05 21:55:58,simple_event,
2a451a,2019-08-05 21:56:36,simple_event,
c74999,2019-08-05 21:57:20,simple_event,
2778a4,2019-08-05 21:57:21,registration,
543c7f,2019-08-05 21:58:25,registration,
23eb95,2019-08-05 21:58:35,simple_event,
385c09,2019-08-05 21:59:01,purchase,40
923889,2019-08-05 21:59:09,simple_event,
d487cd,2019-08-05 21:59:20,simple_event,
31119c,2019-08-05 21:59:25,simple_event,
d46b04,2019-08-05 22:02:11,registration,
6c2e8c,2019-08-05 22:04:34,simple_event,
c4bfa0,2019-08-05 22:04:44,simple_event,
052985,2019-08-05 22:06:19,simple_event,
2299a9,2019-08-05 22:06:30,purchase,30
8eb97c,2019-08-05 22:07:04,simple_event,
f45f01,2019-08-05 22:07:56,purchase,40
eb84c0,2019-08-05 22:08:20,simple_event,
9ffb4d,2019-08-05 22:08:43,simple_event,
94389e,2019-08-05 22:09:26,simple_event,
cb6205,2019-08-05 22:10:34,registration,
178004,2019-08-05 22:10:36,simple_event,
d60f2c,2019-08-05 22:11:24,simple_event,
b2e9de,2019-08-05 22:11:28,simple_event,
702ba0,2019-08-05 22:11:53,simple_event,
dad8c6,2019-08-05 22:13:46,simple_event,
935a34,2019-08-05 22:14:07,purchase,30
90ff9b,2019-08-05 22:14:26,registration,
e1b147,2019-08-05 22:15:34,simple_event,
6711e0,2019-08-05 22:15:54,simple_event,
57f623,2019-08-05 22:16:31,simple_event,
53b6e8,2019-08-05 22:16:42,simple_event,
573f0d,2019-08-05 22:17:07,simple_event,
c29261,2019-08-05 22:17:09,simple_event,
f6724c,2019-08-05 22:17:47,simple_event,
0af768,2019-08-05 22:19:27,simple_event,
486d7a,2019-08-05 22:19:47,simple_event,
c82dd4,2019-08-05 22:20:52,purchase,10
bf6af0,2019-08-05 22:23:00,registration,
9065e2,2019-08-05 22:23:38,simple_event,
99806f,2019-08-05 22:23:39,purchase,50
0693e0,2019-08-05 22:24:58,registration,
5d342e,2019-08-05 22:25:24,simple_event,
f92a94,2019-08-05 22:25:28,registration,
09d5eb,2019-08-05 22:26:39,simple_event,
8e82cc,2019-08-05 22:27:27,simple_event,
6b017a,2019-08-05 22:27:48,simple_event,
ba6ebd,2019-08-05 22:27:50,simple_event,
36714b,2019-08-05 22:28:08,registration,
5ff587,2019-08-05 22:29:05,simple_event,
cf1075,2019-08-05 22:30:00,registration,
df27fe,2019-08-05 22:30:40,simple_event,
3716b5,2019-08-05 22:31:48,simple_event,
64825f,2019-08-05 22:31:56,simple_event,
617e59,2019-08-05 22:32:14,simple_event,
06e7c6,2019-08-05 22:32:30,simple_event,
e41439,2019-08-05 22:32:35,simple_event,
86c5f9,2019-08-05 22:33:49,simple_event,
69fcb9,2019-08-05 22:33:55,simple_event,
acdbcf,2019-08-05 22:34:11,registration,
3bbf81,2019-08-05 22:34:28,simple_event,
977a9b,2019-08-05 22:36:05,simple_event,
706087,2019-08-05 22:39:28,simple_event,
a919fe,2019-08-05 22:39:30,simple_event,
6bc06c,2019-08-05 22:40:07,simple_event,
189aaf,2019-08-05 22:41:21,simple_event,
0828b7,2019-08-05 22:43:27,simple_event,
aa38b1,2019-08-05 22:43:57,simple_event,
511d6c,2019-08-05 22:44:30,registration,
a5fcd8,2019-08-05 22:45:16,simple_event,
01b2bb,2019-08-05 22:45:29,simple_event,
6314d7,2019-08-05 22:45:52,simple_event,
4902b7,2019-08-05 22:46:13,registration,
f90ad9,2019-08-05 22:47:24,purchase,40
368b2e,2019-08-05 22:48:30,registration,
eef871,2019-08-05 22:49:22,simple_event,
8a16f2,2019-08-05 22:49:58,simple_event,
b4d7bc,2019-08-05 22:51:15,simple_event,
a14750,2019-08-05 22:51:38,purchase,50
da496b,2019-08-05 22:52:12,simple_event,
90e43b,2019-08-05 22:54:52,simple_event,
4554a3,2019-08-05 22:54:52,registration,
ad0fc4,2019-08-05 22:56:02,simple_event,
db78ad,2019-08-05 22:56:16,registration,
86a6e8,2019-08-05 22:56:35,registration,
b8249d,2019-08-05 22:57:40,simple_event,
6e1da6,2019-08-05 22:57:46,simple_event,
a05573,2019-08-05 22:58:29,simple_event,
b53bd1,2019-08-05 22:58:36,purchase,10
b03ad7,2019-08-05 22:59:45,simple_event,
b83407,2019-08-05 23:00:08,simple_event,
3daca1,2019-08-05 23:00:24,simple_event,
f90ad9,2019-08-05 23:00:33,simple_event,
33bf0f,2019-08-05 23:01:44,registration,
a9a9ca,2019-08-05 23:03:14,registration,
294bfb,2019-08-05 23:03:25,purchase,30
3be5b0,2019-08-05 23:05:12,registration,
bcf882,2019-08-05 23:05:41,registration,
2ac27f,2019-08-05 23:06:29,simple_event,
1c9979,2019-08-05 23:07:17,simple_event,
0b3c85,2019-08-05 23:08:09,simple_event,
8e56b3,2019-08-05 23:08:14,registration,
11f92d,2019-08-05 23:08:53,registration,
186ca8,2019-08-05 23:09:27,purchase,30
142a33,2019-08-05 23:12:00,simple_event,
22c1f4,2019-08-05 23:12:59,simple_event,
3628a1,2019-08-05 23:13:27,simple_event,
e911e2,2019-08-05 23:14:04,simple_event,
4e08c7,2019-08-05 23:15:01,registration,
ca92ed,2019-08-05 23:15:06,purchase,30
03c40b,2019-08-05 23:15:10,simple_event,
da89b8,2019-08-05 23:15:44,simple_event,
6ed6b8,2019-08-05 23:16:07,registration,
d69099,2019-08-05 23:17:38,simple_event,
c56697,2019-08-05 23:18:59,registration,
24ce3d,2019-08-05 23:19:00,simple_event,
a2f94a,2019-08-05 23:19:19,simple_event,
eb9148,2019-08-05 23:20:01,registration,
77b601,2019-08-05 23:20:04,simple_event,
9e2f1d,2019-08-05 23:21:18,registration,
652799,2019-08-05 23:23:03,simple_event,
9d15c9,2019-08-05 23:24:51,simple_event,
e0af18,2019-08-05 23:25:36,simple_event,
32ec30,2019-08-05 23:25:47,simple_event,
45113e,2019-08-05 23:26:23,simple_event,
02d5bd,2019-08-05 23:28:29,registration,
bb84af,2019-08-05 23:29:38,simple_event,
c59dff,2019-08-05 23:29:46,simple_event,
040d8d,2019-08-05 23:29:53,simple_event,
71a4c2,2019-08-05 23:29:59,purchase,10
b43ed3,2019-08-05 23:30:29,simple_event,
7a18f6,2019-08-05 23:30:30,simple_event,
7c9a91,2019-08-05 23:33:00,simple_event,
1c5698,2019-08-05 23:34:54,simple_event,
18e36e,2019-08-05 23:34:58,simple_event,
e43e1b,2019-08-05 23:36:15,simple_event,
54e1d8,2019-08-05 23:36:52,simple_event,
fc99bd,2019-08-05 23:36:59,simple_event,
8253ba,2019-08-05 23:36:59,simple_event,
27fbfa,2019-08-05 23:37:40,simple_event,
e477ec,2019-08-05 23:37:50,simple_event,
6b3138,2019-08-05 23:38:03,registration,
ea2f51,2019-08-05 23:40:34,simple_event,
852734,2019-08-05 23:41:20,simple_event,
b65930,2019-08-05 23:41:23,simple_event,
0c5cc1,2019-08-05 23:41:37,simple_event,
d8bb97,2019-08-05 23:42:01,registration,
b4874f,2019-08-05 23:43:05,simple_event,
2a0aab,2019-08-05 23:44:15,simple_event,
15f352,2019-08-05 23:44:35,registration,
3ee7f4,2019-08-05 23:45:11,simple_event,
1e19f1,2019-08-05 23:46:32,registration,
c094f7,2019-08-05 23:46:41,simple_event,
3e5568,2019-08-05 23:47:00,simple_event,
269a5d,2019-08-05 23:47:28,simple_event,
500dff,2019-08-05 23:47:33,registration,
e459c4,2019-08-05 23:48:33,simple_event,
9fbed0,2019-08-05 23:49:03,registration,
7f2f77,2019-08-05 23:49:06,simple_event,
0485e6,2019-08-05 23:50:12,registration,
0f9a48,2019-08-05 23:51:59,simple_event,
1706fb,2019-08-05 23:52:53,registration,
eef871,2019-08-05 23:56:24,purchase,50
ffcbbf,2019-08-05 23:56:37,simple_event,
d8a421,2019-08-05 23:57:09,simple_event,
62d6ca,2019-08-05 23:58:12,registration,
440e2c,2019-08-05 23:58:32,simple_event,
5a2b34,2019-08-06 00:00:45,simple_event,
7c8648,2019-08-06 00:01:29,registration,
4ffe0d,2019-08-06 00:02:01,simple_event,
0df179,2019-08-06 00:02:26,simple_event,
0866d3,2019-08-06 00:02:35,simple_event,
43a9b1,2019-08-06 00:03:11,simple_event,
83f8a5,2019-08-06 00:03:13,purchase,10
8dac71,2019-08-06 00:04:05,simple_event,
da28b0,2019-08-06 00:04:07,simple_event,
466348,2019-08-06 00:04:38,registration,
128718,2019-08-06 00:05:06,simple_event,
b9f458,2019-08-06 00:05:06,registration,
56f9eb,2019-08-06 00:05:39,simple_event,
64e48b,2019-08-06 00:10:46,simple_event,
171b59,2019-08-06 00:12:13,simple_event,
bebbc3,2019-08-06 00:13:05,simple_event,
8c8da4,2019-08-06 00:13:31,simple_event,
bf1f01,2019-08-06 00:13:53,simple_event,
2311cf,2019-08-06 00:15:11,registration,
598f8d,2019-08-06 00:15:24,registration,
108557,2019-08-06 00:17:34,registration,
8b2671,2019-08-06 00:18:40,simple_event,
e4361f,2019-08-06 00:18:57,simple_event,
7e6209,2019-08-06 00:19:30,simple_event,
2ac6e9,2019-08-06 00:21:02,registration,
570e04,2019-08-06 00:21:55,registration,
806d45,2019-08-06 00:22:17,registration,
bdb251,2019-08-06 00:25:03,simple_event,
9fde14,2019-08-06 00:25:53,simple_event,
fc99bd,2019-08-06 00:27:24,simple_event,
a6368a,2019-08-06 00:28:29,purchase,50
22f0e9,2019-08-06 00:29:22,registration,
00505f,2019-08-06 00:31:34,simple_event,
13cebd,2019-08-06 00:31:46,simple_event,
d4a378,2019-08-06 00:33:10,simple_event,
ec1763,2019-08-06 00:34:08,registration,
39dfcf,2019-08-06 00:36:03,registration,
d7973f,2019-08-06 00:36:03,registration,
e8af74,2019-08-06 00:36:57,simple_event,
33a574,2019-08-06 00:37:34,simple_event,
dee165,2019-08-06 00:39:16,registration,
f5e3fe,2019-08-06 00:41:26,simple_event,
d343ee,2019-08-06 00:41:59,simple_event,
3dcafe,2019-08-06 00:42:00,registration,
99037e,2019-08-06 00:42:59,simple_event,
7e21ec,2019-08-06 00:44:03,simple_event,
f6aeaa,2019-08-06 00:44:09,simple_event,
b76736,2019-08-06 00:45:21,simple_event,
ee26c3,2019-08-06 00:45:35,purchase,40
5eea57,2019-08-06 00:46:40,registration,
766a34,2019-08-06 00:47:33,simple_event,
d17d5d,2019-08-06 00:49:41,simple_event,
dd5c20,2019-08-06 00:51:22,purchase,30
a1d1d9,2019-08-06 00:52:10,purchase,10
ffcbbf,2019-08-06 00:52:12,simple_event,
2d4eba,2019-08-06 00:52:12,registration,
ba6ebd,2019-08-06 00:52:37,simple_event,
4c31d9,2019-08-06 00:53:09,simple_event,
a60215,2019-08-06 00:53:23,simple_event,
2a0aab,2019-08-06 00:54:31,simple_event,
5c0157,2019-08-06 00:55:13,simple_event,
b8af80,2019-08-06 00:55:56,simple_event,
e47449,2019-08-06 00:55:58,simple_event,
51b45e,2019-08-06 00:56:05,simple_event,
a8373c,2019-08-06 00:57:52,registration,
32b7b1,2019-08-06 00:59:03,registration,
56da14,2019-08-06 01:00:54,simple_event,
b1ee9f,2019-08-06 01:01:12,simple_event,
652b83,2019-08-06 01:02:31,simple_event,
e7cadb,2019-08-06 01:02:47,registration,
f394aa,2019-08-06 01:03:21,simple_event,
a412ee,2019-08-06 01:03:44,simple_event,
c18aaf,2019-08-06 01:04:22,registration,
5b89b9,2019-08-06 01:04:34,simple_event,
857e5f,2019-08-06 01:05:42,registration,
a8001f,2019-08-06 01:06:27,registration,
1b942c,2019-08-06 01:06:44,registration,
a21bb4,2019-08-06 01:08:36,simple_event,
a3cf5e,2019-08-06 01:11:16,simple_event,
31c13c,2019-08-06 01:12:48,simple_event,
37fa41,2019-08-06 01:17:09,simple_event,
81665f,2019-08-06 01:18:55,simple_event,
70887e,2019-08-06 01:19:08,registration,
e09233,2019-08-06 01:19:44,simple_event,
0d08bc,2019-08-06 01:20:09,simple_event,
4b4c24,2019-08-06 01:20:38,simple_event,
d69099,2019-08-06 01:21:05,simple_event,
dbb6b3,2019-08-06 01:21:42,simple_event,
f382b4,2019-08-06 01:22:50,simple_event,
559b41,2019-08-06 01:25:30,simple_event,
ab6530,2019-08-06 01:26:16,purchase,50
89284a,2019-08-06 01:26:20,simple_event,
f4529f,2019-08-06 01:26:32,simple_event,
745f7e,2019-08-06 01:27:04,simple_event,
7439a9,2019-08-06 01:27:39,simple_event,
931bff,2019-08-06 01:28:13,simple_event,
16cec6,2019-08-06 01:28:32,simple_event,
d5be5b,2019-08-06 01:28:52,simple_event,
8d7697,2019-08-06 01:29:52,simple_event,
526ae1,2019-08-06 01:31:01,registration,
b9353f,2019-08-06 01:31:45,simple_event,
0c00f9,2019-08-06 01:32:27,simple_event,
648cf3,2019-08-06 01:32:31,simple_event,
a4d99a,2019-08-06 01:34:00,simple_event,
3db4b8,2019-08-06 01:34:07,simple_event,
179f35,2019-08-06 01:34:13,simple_event,
f1d9a9,2019-08-06 01:35:03,registration,
86a1d6,2019-08-06 01:36:19,simple_event,
d60f2c,2019-08-06 01:36:37,simple_event,
e1cdb7,2019-08-06 01:37:30,registration,
72dd94,2019-08-06 01:38:46,registration,
f14c37,2019-08-06 01:39:35,simple_event,
f5267b,2019-08-06 01:42:05,simple_event,
d26c6e,2019-08-06 01:42:33,simple_event,
6598d3,2019-08-06 01:42:47,simple_event,
12625a,2019-08-06 01:43:34,simple_event,
f5f08f,2019-08-06 01:44:42,simple_event,
03d581,2019-08-06 01:45:56,purchase,20
31a9a7,2019-08-06 01:46:03,purchase,10
40b2de,2019-08-06 01:46:15,simple_event,
fbb6b8,2019-08-06 01:47:22,simple_event,
939586,2019-08-06 01:47:49,simple_event,
9a13da,2019-08-06 01:48:52,registration,
86a6e8,2019-08-06 01:51:28,simple_event,
c96550,2019-08-06 01:51:56,simple_event,
bfd06c,2019-08-06 01:52:01,simple_event,
c93496,2019-08-06 01:52:04,purchase,30
a387e5,2019-08-06 01:53:10,registration,
efb811,2019-08-06 01:53:13,purchase,20
e7edaa,2019-08-06 01:53:20,simple_event,
7d3aa5,2019-08-06 01:55:59,simple_event,
fa6854,2019-08-06 01:57:10,simple_event,
f21f11,2019-08-06 01:58:05,simple_event,
52cd4c,2019-08-06 01:59:49,simple_event,
19ab02,2019-08-06 02:00:06,simple_event,
bf1308,2019-08-06 02:01:20,registration,
788945,2019-08-06 02:02:12,simple_event,
923185,2019-08-06 02:02:48,simple_event,
82121e,2019-08-06 02:03:58,simple_event,
cd8e42,2019-08-06 02:05:03,simple_event,
581c2f,2019-08-06 02:07:49,simple_event,
f44be6,2019-08-06 02:08:13,simple_event,
22a6ac,2019-08-06 02:08:38,simple_event,
33887e,2019-08-06 02:09:37,simple_event,
e16245,2019-08-06 02:09:56,simple_event,
d60f2c,2019-08-06 02:10:03,simple_event,
c025a6,2019-08-06 02:10:40,simple_event,
202c5f,2019-08-06 02:10:44,registration,
20a1a6,2019-08-06 02:11:44,simple_event,
a51747,2019-08-06 02:12:25,simple_event,
d96513,2019-08-06 02:14:57,simple_event,
dc386f,2019-08-06 02:15:04,simple_event,
b4529d,2019-08-06 02:16:17,registration,
269e40,2019-08-06 02:19:21,simple_event,
3e70e9,2019-08-06 02:20:18,purchase,40
e728e6,2019-08-06 02:20:21,simple_event,
e35182,2019-08-06 02:21:08,simple_event,
f6f9d0,2019-08-06 02:21:30,registration,
ac9f37,2019-08-06 02:21:32,simple_event,
8d0e37,2019-08-06 02:21:43,simple_event,
77d6c8,2019-08-06 02:23:35,registration,
333a2b,2019-08-06 02:23:44,simple_event,
7c8efd,2019-08-06 02:24:19,simple_event,
bd0dcd,2019-08-06 02:24:59,purchase,40
dcfb5a,2019-08-06 02:26:03,simple_event,
eacdd5,2019-08-06 02:26:27,simple_event,
41e1a9,2019-08-06 02:26:49,simple_event,
3a8e79,2019-08-06 02:27:05,registration,
6286d1,2019-08-06 02:27:19,simple_event,
58ef2b,2019-08-06 02:27:58,registration,
c6edbe,2019-08-06 02:29:24,simple_event,
1069a3,2019-08-06 02:30:35,simple_event,
b47a55,2019-08-06 02:31:13,simple_event,
fc3bc2,2019-08-06 02:32:32,registration,
208906,2019-08-06 02:32:41,simple_event,
e577f9,2019-08-06 02:33:54,purchase,40
4e271d,2019-08-06 02:35:21,simple_event,
23beb0,2019-08-06 02:35:31,simple_event,
3e70e9,2019-08-06 02:35:48,simple_event,
f57d3c,2019-08-06 02:36:09,purchase,40
85b054,2019-08-06 02:36:44,simple_event,
67407f,2019-08-06 02:38:53,simple_event,
4ca657,2019-08-06 02:39:37,simple_event,
d9310c,2019-08-06 02:40:39,purchase,40
67d44d,2019-08-06 02:41:00,registration,
57f623,2019-08-06 02:41:45,simple_event,
f1ea43,2019-08-06 02:42:07,simple_event,
4ad9bb,2019-08-06 02:42:18,simple_event,
b9636c,2019-08-06 02:43:09,purchase,30
3ece59,2019-08-06 02:43:15,simple_event,
e34db9,2019-08-06 02:44:12,simple_event,
9188dd,2019-08-06 02:45:35,simple_event,
208906,2019-08-06 02:46:41,simple_event,
f426d2,2019-08-06 02:46:47,simple_event,
770f22,2019-08-06 02:48:00,simple_event,
851b14,2019-08-06 02:48:16,simple_event,
7896cc,2019-08-06 02:49:34,purchase,10
bf6af0,2019-08-06 02:50:01,simple_event,
08c985,2019-08-06 02:54:41,registration,
5ef461,2019-08-06 02:55:19,simple_event,
dc386f,2019-08-06 02:55:39,simple_event,
74d785,2019-08-06 02:58:38,simple_event,
8df121,2019-08-06 02:59:29,simple_event,
8b6f45,2019-08-06 02:59:33,purchase,30
e1c743,2019-08-06 03:00:14,registration,
6e1da6,2019-08-06 03:01:41,simple_event,
5290a3,2019-08-06 03:01:42,simple_event,
ce3c79,2019-08-06 03:02:25,simple_event,
4d11e8,2019-08-06 03:04:42,simple_event,
35ea58,2019-08-06 03:05:47,simple_event,
62671e,2019-08-06 03:05:50,simple_event,
1360ae,2019-08-06 03:06:06,simple_event,
23e558,2019-08-06 03:06:22,simple_event,
84eeee,2019-08-06 03:06:49,simple_event,
44d875,2019-08-06 03:06:56,simple_event,
999b7f,2019-08-06 03:07:30,registration,
cb1a68,2019-08-06 03:07:50,simple_event,
9d15c9,2019-08-06 03:10:37,purchase,20
a40cca,2019-08-06 03:10:50,simple_event,
8dc822,2019-08-06 03:10:52,simple_event,
bd0dcd,2019-08-06 03:14:22,simple_event,
d9386a,2019-08-06 03:16:49,simple_event,
bb1496,2019-08-06 03:17:34,registration,
40c6f2,2019-08-06 03:18:14,simple_event,
a3cf5e,2019-08-06 03:19:27,simple_event,
f9ecb5,2019-08-06 03:20:17,simple_event,
e83d46,2019-08-06 03:20:42,simple_event,
ee26c3,2019-08-06 03:20:58,simple_event,
828d48,2019-08-06 03:21:15,simple_event,
97301c,2019-08-06 03:21:59,simple_event,
4ed708,2019-08-06 03:23:27,simple_event,
15f46a,2019-08-06 03:24:42,simple_event,
50e09a,2019-08-06 03:24:44,simple_event,
47afc6,2019-08-06 03:24:49,simple_event,
63c214,2019-08-06 03:25:30,simple_event,
564683,2019-08-06 03:26:07,registration,
653d50,2019-08-06 03:26:47,simple_event,
43baab,2019-08-06 03:28:53,simple_event,
0ee82e,2019-08-06 03:29:15,simple_event,
2b7212,2019-08-06 03:29:15,simple_event,
c43287,2019-08-06 03:29:23,simple_event,
b13233,2019-08-06 03:30:48,simple_event,
62334f,2019-08-06 03:31:02,simple_event,
0a80f0,2019-08-06 03:31:08,purchase,30
f49685,2019-08-06 03:31:30,simple_event,
4a7e8e,2019-08-06 03:31:42,simple_event,
b42c65,2019-08-06 03:31:53,simple_event,
4c553a,2019-08-06 03:32:12,simple_event,
56da14,2019-08-06 03:33:01,simple_event,
d6b97c,2019-08-06 03:33:08,simple_event,
6d8b8b,2019-08-06 03:34:22,simple_event,
e19830,2019-08-06 03:36:01,simple_event,
3f27d6,2019-08-06 03:37:33,simple_event,
a3473d,2019-08-06 03:39:09,simple_event,
cc6ac2,2019-08-06 03:39:35,registration,
328c52,2019-08-06 03:40:21,registration,
55b372,2019-08-06 03:40:24,simple_event,
814652,2019-08-06 03:40:27,simple_event,
30f8e4,2019-08-06 03:41:20,purchase,50
44c68b,2019-08-06 03:41:51,simple_event,
ce59b7,2019-08-06 03:42:30,simple_event,
ab2200,2019-08-06 03:42:49,simple_event,
647dbd,2019-08-06 03:43:20,simple_event,
9659dc,2019-08-06 03:44:55,simple_event,
a14750,2019-08-06 03:45:28,purchase,50
3716b5,2019-08-06 03:45:28,simple_event,
60e1cb,2019-08-06 03:47:01,simple_event,
0cd1e2,2019-08-06 03:48:00,simple_event,
9f7525,2019-08-06 03:48:12,simple_event,
918492,2019-08-06 03:49:05,registration,
cdb2b4,2019-08-06 03:49:22,simple_event,
8cea2c,2019-08-06 03:49:44,simple_event,
7c8efd,2019-08-06 03:50:40,simple_event,
ed9f53,2019-08-06 03:52:43,simple_event,
369772,2019-08-06 03:53:03,simple_event,
4de5aa,2019-08-06 03:55:16,simple_event,
e0f9ec,2019-08-06 03:56:55,simple_event,
45c260,2019-08-06 03:57:00,simple_event,
5913e0,2019-08-06 03:59:43,simple_event,
6a1744,2019-08-06 04:01:57,purchase,40
a60215,2019-08-06 04:01:58,purchase,40
173887,2019-08-06 04:03:30,simple_event,
6bfa04,2019-08-06 04:04:13,registration,
4f0e9a,2019-08-06 04:04:37,simple_event,
7eab39,2019-08-06 04:05:59,simple_event,
19fbd5,2019-08-06 04:07:41,simple_event,
eeb80c,2019-08-06 04:08:13,simple_event,
549f27,2019-08-06 04:08:25,registration,
876c0c,2019-08-06 04:09:02,simple_event,
f427cd,2019-08-06 04:09:07,simple_event,
9da69a,2019-08-06 04:09:19,registration,
2da883,2019-08-06 04:10:57,simple_event,
995368,2019-08-06 04:11:21,simple_event,
69ccd7,2019-08-06 04:12:16,simple_event,
9c378f,2019-08-06 04:12:41,registration,
c7f581,2019-08-06 04:13:26,registration,
b28026,2019-08-06 04:14:32,simple_event,
a1b93d,2019-08-06 04:15:05,purchase,10
7d95f6,2019-08-06 04:17:11,simple_event,
bf1f01,2019-08-06 04:18:23,simple_event,
ca6d4a,2019-08-06 04:18:53,simple_event,
28d025,2019-08-06 04:20:13,registration,
360c13,2019-08-06 04:21:00,simple_event,
91058f,2019-08-06 04:21:42,registration,
6bb234,2019-08-06 04:23:42,registration,
7cbfff,2019-08-06 04:24:13,simple_event,
072843,2019-08-06 04:25:32,simple_event,
2de44f,2019-08-06 04:26:11,simple_event,
6cf46c,2019-08-06 04:26:22,simple_event,
20e828,2019-08-06 04:27:13,simple_event,
6c6b39,2019-08-06 04:27:50,simple_event,
8b2671,2019-08-06 04:27:52,simple_event,
42078e,2019-08-06 04:29:40,simple_event,
45deb5,2019-08-06 04:30:15,purchase,10
e00b2a,2019-08-06 04:32:53,registration,
02a427,2019-08-06 04:33:44,simple_event,
766a34,2019-08-06 04:34:07,simple_event,
2b69e1,2019-08-06 04:36:30,simple_event,
98f318,2019-08-06 04:37:47,simple_event,
c63c5e,2019-08-06 04:38:38,simple_event,
35e5a7,2019-08-06 04:40:20,simple_event,
394d50,2019-08-06 04:40:43,purchase,50
e57b1d,2019-08-06 04:41:16,registration,
79eab6,2019-08-06 04:42:39,registration,
db78ad,2019-08-06 04:42:57,simple_event,
a54156,2019-08-06 04:43:15,simple_event,
e0804a,2019-08-06 04:43:46,purchase,10
2f84e1,2019-08-06 04:44:26,registration,
fc3bc2,2019-08-06 04:46:52,simple_event,
d7973f,2019-08-06 04:47:52,simple_event,
279071,2019-08-06 04:48:45,simple_event,
092bd1,2019-08-06 04:49:30,registration,
028744,2019-08-06 04:51:50,simple_event,
42d93f,2019-08-06 04:53:21,simple_event,
1307db,2019-08-06 04:53:33,simple_event,
2898a3,2019-08-06 04:54:47,simple_event,
46e562,2019-08-06 04:55:08,simple_event,
cb0fc5,2019-08-06 04:55:53,simple_event,
f9c248,2019-08-06 04:56:01,simple_event,
7972db,2019-08-06 04:56:20,registration,
4e08b2,2019-08-06 04:57:29,registration,
b9db2b,2019-08-06 05:00:33,simple_event,
cc073d,2019-08-06 05:00:34,simple_event,
118c68,2019-08-06 05:00:48,simple_event,
76a0a7,2019-08-06 05:03:02,simple_event,
8359fa,2019-08-06 05:03:52,simple_event,
dc2e31,2019-08-06 05:04:17,simple_event,
fc1317,2019-08-06 05:04:26,purchase,20
8b6f45,2019-08-06 05:05:14,simple_event,
0b56ee,2019-08-06 05:05:35,simple_event,
279762,2019-08-06 05:06:56,simple_event,
0a855e,2019-08-06 05:07:50,purchase,50
4795ee,2019-08-06 05:08:02,simple_event,
173887,2019-08-06 05:09:53,simple_event,
748477,2019-08-06 05:10:31,simple_event,
6b63a9,2019-08-06 05:11:16,registration,
6912b6,2019-08-06 05:11:35,simple_event,
d042b6,2019-08-06 05:11:38,simple_event,
97fdcd,2019-08-06 05:12:28,simple_event,
e09233,2019-08-06 05:13:17,simple_event,
95512b,2019-08-06 05:13:33,simple_event,
ebd438,2019-08-06 05:14:07,registration,
4ff84a,2019-08-06 05:15:00,simple_event,
d0c045,2019-08-06 05:17:13,simple_event,
460f7a,2019-08-06 05:18:25,purchase,10
269a5d,2019-08-06 05:20:24,simple_event,
db3d90,2019-08-06 05:21:58,simple_event,
5aabf0,2019-08-06 05:24:05,purchase,40
d82c0c,2019-08-06 05:25:55,registration,
1876f5,2019-08-06 05:26:13,simple_event,
9188dd,2019-08-06 05:28:55,simple_event,
23a06f,2019-08-06 05:29:07,simple_event,
f1d4db,2019-08-06 05:29:57,registration,
d3d155,2019-08-06 05:34:24,registration,
1c9979,2019-08-06 05:36:07,simple_event,
5cd5ae,2019-08-06 05:36:19,purchase,30
ea5a75,2019-08-06 05:36:27,simple_event,
b73094,2019-08-06 05:37:37,simple_event,
075062,2019-08-06 05:38:55,purchase,40
d3230e,2019-08-06 05:39:44,simple_event,
9cc2e7,2019-08-06 05:41:03,simple_event,
bdf28d,2019-08-06 05:42:30,simple_event,
883b24,2019-08-06 05:46:19,simple_event,
fe0181,2019-08-06 05:47:23,simple_event,
84b55c,2019-08-06 05:47:37,simple_event,
fd669a,2019-08-06 05:49:27,simple_event,
b58870,2019-08-06 05:49:41,simple_event,
61b72b,2019-08-06 05:51:04,simple_event,
0ec6ff,2019-08-06 05:51:45,simple_event,
2943c7,2019-08-06 05:52:36,purchase,50
2cce51,2019-08-06 05:53:28,registration,
50bf0e,2019-08-06 05:53:37,simple_event,
2b0ca4,2019-08-06 05:55:12,simple_event,
609eb0,2019-08-06 05:56:39,simple_event,
d77c73,2019-08-06 05:56:47,simple_event,
6875c0,2019-08-06 05:56:54,simple_event,
862ecf,2019-08-06 05:57:36,simple_event,
e4ec01,2019-08-06 05:58:24,simple_event,
964a4b,2019-08-06 05:58:47,simple_event,
2943c7,2019-08-06 05:59:23,simple_event,
c64ac7,2019-08-06 05:59:38,simple_event,
ca1509,2019-08-06 06:00:17,simple_event,
b997c1,2019-08-06 06:01:24,registration,
abbe29,2019-08-06 06:03:20,registration,
9393e2,2019-08-06 06:04:33,simple_event,
3ec220,2019-08-06 06:04:47,simple_event,
8aa5b4,2019-08-06 06:06:32,simple_event,
0bf257,2019-08-06 06:07:25,simple_event,
c76315,2019-08-06 06:07:32,simple_event,
